Date,Product,Customer Code,Customer Name,Customer Internal Rating,Legal Entity,Facility ID,Agreement,Term,Term End Date,Max Avail,Product Limit,Product Exposure,Product Avail,Cust Limit,Cust Exposure,Cust Avail,Conn Limit,Conn Exposure,Conn Avail,Facility Limit (Cust Level),Facility Exposure (Cust Level),Facility Avail (Cust Level),Agreement Limit (Cust Level),Agreement Exposure (Cust Level),Agreement Avail (Cust Level),Facility Limit (Conn Level),Facility Exposure (Conn Level),Facility Avail (Conn Level),Country,Country Rating,CSA Agreement,Netting Agreement,Measure,Product Limit Currency,Agreement Limit Currency,Customer Limit Currency,Connection Limit Currency,Facility Cust Currency,Facility Conn Currency,Connection Code
2026-03-27,Equity Products,JPM,JP Morgan Chase,7,BNBI,80002,JPM_AGR_002,36,2027-12-31,60000000,60000000,30000000,30000000,150000000,55000000,95000000,400000000,160000000,240000000,60000000,30000000,30000000,150000000,55000000,95000000,60000000,30000000,30000000,USA,AA,N,N,Notional,USD,USD,USD,USD,USD,USD,JPMGRP
2026-01-27,Derivative Products,DB,Deutsche Bank,5,BCMC,81000,DB_AGR_001,36,2027-12-31,50000000,50000000,35000000,15000000,80000000,60000000,20000000,120000000,70000000,50000000,50000000,35000000,15000000,80000000,60000000,20000000,50000000,35000000,15000000,GERMANY,A,Y,Y,Notional,USD,USD,USD,USD,USD,USD,DBGRP
2026-01-27,FX Forward,DB,Deutsche Bank,5,BCMC,81001,DB_AGR_001,36,2027-12-31,40000000,40000000,25000000,15000000,80000000,60000000,20000000,120000000,70000000,50000000,40000000,25000000,15000000,80000000,60000000,20000000,40000000,25000000,15000000,GERMANY,A,Y,Y,Notional,USD,USD,USD,USD,USD,USD,DBGRP
2026-02-27,Derivative Products,DB,Deutsche Bank,5,BCMC,81000,DB_AGR_001,36,2027-12-31,50000000,50000000,35000000,15000000,80000000,65000000,15000000,120000000,75000000,45000000,50000000,35000000,15000000,80000000,65000000,15000000,50000000,35000000,15000000,GERMANY,A,Y,Y,Notional,USD,USD,USD,USD,USD,USD,DBGRP
2026-02-27,FX Forward,DB,Deutsche Bank,5,BCMC,81001,DB_AGR_001,36,2027-12-31,40000000,40000000,25000000,15000000,80000000,65000000,15000000,120000000,75000000,45000000,40000000,25000000,15000000,80000000,65000000,15000000,40000000,25000000,15000000,GERMANY,A,Y,Y,Notional,USD,USD,USD,USD,USD,USD,DBGRP
2026-03-25,Derivative Products,DB,Deutsche Bank,5,BCMC,81000,DB_AGR_001,36,2027-12-31,50000000,50000000,35000000,15000000,80000000,72000000,8000000,120000000,82000000,38000000,50000000,35000000,15000000,80000000,72000000,8000000,50000000,35000000,15000000,GERMANY,A,Y,Y,Notional,USD,USD,USD,USD,USD,USD,DBGRP
2026-03-25,FX Forward,DB,Deutsche Bank,5,BCMC,81001,DB_AGR_001,36,2027-12-31,40000000,40000000,25000000,15000000,80000000,72000000,8000000,120000000,82000000,38000000,40000000,25000000,15000000,80000000,72000000,8000000,40000000,25000000,15000000,GERMANY,A,Y,Y,Notional,USD,USD,USD,USD,USD,USD,DBGRP
2026-03-26,Derivative Products,DB,Deutsche Bank,5,BCMC,81000,DB_AGR_001,36,2027-12-31,50000000,50000000,35000000,15000000,80000000,78000000,2000000,120000000,88000000,32000000,50000000,35000000,15000000,80000000,78000000,2000000,50000000,35000000,15000000,GERMANY,A,Y,Y,Notional,USD,USD,USD,USD,USD,USD,DBGRP
2026-03-26,FX Forward,DB,Deutsche Bank,5,BCMC,81001,DB_AGR_001,36,2027-12-31,40000000,40000000,25000000,15000000,80000000,78000000,2000000,120000000,88000000,32000000,40000000,25000000,15000000,80000000,78000000,2000000,40000000,25000000,15000000,GERMANY,A,Y,Y,Notional,USD,USD,USD,USD,USD,USD,DBGRP
2026-03-27,Derivative Products,DB,Deutsche Bank,5,BCMC,81000,DB_AGR_001,36,2027-12-31,50000000,50000000,35000000,15000000,80000000,90000000,-10000000,120000000,100000000,20000000,50000000,35000000,15000000,80000000,90000000,-10000000,50000000,35000000,15000000,GERMANY,A,Y,Y,Notional,USD,USD,USD,USD,USD,USD,DBGRP
2026-03-27,FX Forward,DB,Deutsche Bank,5,BCMC,81001,DB_AGR_001,36,2027-12-31,40000000,40000000,25000000,15000000,80000000,90000000,-10000000,120000000,100000000,20000000,40000000,25000000,15000000,80000000,90000000,-10000000,40000000,25000000,15000000,GERMANY,A,Y,Y,Notional,USD,USD,USD,USD,USD,USD,DBGRP
2026-01-27,Derivative Products,CS,Credit Suisse,4,BCMC,82000,CS_AGR_001,36,2027-12-31,60000000,60000000,58000000,2000000,100000000,95000000,5000000,130000000,118000000,12000000,60000000,58000000,2000000,100000000,95000000,5000000,60000000,58000000,2000000,SWITZERLAND,BBB,Y,N,Notional,USD,USD,USD,USD,USD,USD,CSGRP
2026-01-27,FX Forward,CS,Credit Suisse,4,BCMC,82001,CS_AGR_001,36,2027-12-31,30000000,30000000,28000000,2000000,100000000,95000000,5000000,130000000,118000000,12000000,30000000,28000000,2000000,100000000,95000000,5000000,30000000,28000000,2000000,SWITZERLAND,BBB,N,N,Notional,USD,USD,USD,USD,USD,USD,CSGRP
2026-02-27,Derivative Products,CS,Credit Suisse,4,BCMC,82000,CS_AGR_001,36,2027-12-31,60000000,60000000,58000000,2000000,100000000,95000000,5000000,130000000,118000000,12000000,60000000,58000000,2000000,100000000,95000000,5000000,60000000,58000000,2000000,SWITZERLAND,BBB,Y,N,Notional,USD,USD,USD,USD,USD,USD,CSGRP
2026-02-27,FX Forward,CS,Credit Suisse,4,BCMC,82001,CS_AGR_001,36,2027-12-31,30000000,30000000,28000000,2000000,100000000,95000000,5000000,130000000,118000000,12000000,30000000,28000000,2000000,100000000,95000000,5000000,30000000,28000000,2000000,SWITZERLAND,BBB,N,N,Notional,USD,USD,USD,USD,USD,USD,CSGRP
2026-03-25,Derivative Products,CS,Credit Suisse,4,BCMC,82000,CS_AGR_001,36,2027-12-31,60000000,60000000,58000000,2000000,100000000,95000000,5000000,130000000,118000000,12000000,60000000,58000000,2000000,100000000,95000000,5000000,60000000,58000000,2000000,SWITZERLAND,BBB,Y,N,Notional,USD,USD,USD,USD,USD,USD,CSGRP
2026-03-25,FX Forward,CS,Credit Suisse,4,BCMC,82001,CS_AGR_001,36,2027-12-31,30000000,30000000,28000000,2000000,100000000,95000000,5000000,130000000,118000000,12000000,30000000,28000000,2000000,100000000,95000000,5000000,30000000,28000000,2000000,SWITZERLAND,BBB,N,N,Notional,USD,USD,USD,USD,USD,USD,CSGRP
2026-03-26,Derivative Products,CS,Credit Suisse,4,BCMC,82000,CS_AGR_001,36,2027-12-31,60000000,60000000,58000000,2000000,100000000,95000000,5000000,130000000,118000000,12000000,60000000,58000000,2000000,100000000,95000000,5000000,60000000,58000000,2000000,SWITZERLAND,BBB,Y,N,Notional,USD,USD,USD,USD,USD,USD,CSGRP
2026-03-26,FX Forward,CS,Credit Suisse,4,BCMC,82001,CS_AGR_001,36,2027-12-31,30000000,30000000,28000000,2000000,100000000,95000000,5000000,130000000,118000000,12000000,30000000,28000000,2000000,100000000,95000000,5000000,30000000,28000000,2000000,SWITZERLAND,BBB,N,N,Notional,USD,USD,USD,USD,USD,USD,CSGRP
2026-03-27,Derivative Products,CS,Credit Suisse,4,BCMC,82000,CS_AGR_001,36,2027-12-31,60000000,60000000,58000000,2000000,100000000,95000000,5000000,130000000,118000000,12000000,60000000,58000000,2000000,100000000,95000000,5000000,60000000,58000000,2000000,SWITZERLAND,BBB,Y,N,Notional,USD,USD,USD,USD,USD,USD,CSGRP
2026-03-27,FX Forward,CS,Credit Suisse,4,BCMC,82001,CS_AGR_001,36,2027-12-31,30000000,30000000,28000000,2000000,100000000,95000000,5000000,130000000,118000000,12000000,30000000,28000000,2000000,100000000,95000000,5000000,30000000,28000000,2000000,SWITZERLAND,BBB,N,N,Notional,USD,USD,USD,USD,USD,USD,CSGRP
2026-01-27,Derivative Products,RISK_CP,Risky Corp Ltd,3,BCMC,83000,RISK_AGR_001,36,2027-12-31,40000000,40000000,30000000,10000000,80000000,53000000,27000000,100000000,58000000,42000000,40000000,30000000,10000000,80000000,53000000,27000000,40000000,30000000,10000000,CAYMAN ISLANDS,BB,N,N,Notional,USD,USD,USD,USD,USD,USD,RISKGRP
2026-01-27,FX Forward,RISK_CP,Risky Corp Ltd,3,BCMC,83000,RISK_AGR_001,36,2027-12-31,25000000,25000000,15000000,10000000,80000000,53000000,27000000,100000000,58000000,42000000,25000000,15000000,10000000,80000000,53000000,27000000,25000000,15000000,10000000,CAYMAN ISLANDS,BB,N,N,Notional,USD,USD,USD,USD,USD,USD,RISKGRP
2026-01-27,Commodity Products,RISK_CP,Risky Corp Ltd,3,BCMC,83000,RISK_AGR_001,36,2027-12-31,20000000,20000000,8000000,12000000,80000000,53000000,27000000,100000000,58000000,42000000,20000000,8000000,12000000,80000000,53000000,27000000,20000000,8000000,12000000,CAYMAN ISLANDS,BB,N,N,Notional,USD,USD,USD,USD,USD,USD,RISKGRP
2026-02-27,Derivative Products,RISK_CP,Risky Corp Ltd,3,BCMC,83000,RISK_AGR_001,36,2027-12-31,40000000,40000000,35000000,5000000,80000000,63000000,17000000,100000000,68000000,32000000,40000000,35000000,5000000,80000000,63000000,17000000,40000000,35000000,5000000,CAYMAN ISLANDS,BB,N,N,Notional,USD,USD,USD,USD,USD,USD,RISKGRP
2026-02-27,FX Forward,RISK_CP,Risky Corp Ltd,3,BCMC,83000,RISK_AGR_001,36,2027-12-31,25000000,25000000,18000000,7000000,80000000,63000000,17000000,100000000,68000000,32000000,25000000,18000000,7000000,80000000,63000000,17000000,25000000,18000000,7000000,CAYMAN ISLANDS,BB,N,N,Notional,USD,USD,USD,USD,USD,USD,RISKGRP
2026-02-27,Commodity Products,RISK_CP,Risky Corp Ltd,3,BCMC,83000,RISK_AGR_001,36,2027-12-31,20000000,20000000,10000000,10000000,80000000,63000000,17000000,100000000,68000000,32000000,20000000,10000000,10000000,80000000,63000000,17000000,20000000,10000000,10000000,CAYMAN ISLANDS,BB,N,N,Notional,USD,USD,USD,USD,USD,USD,RISKGRP
2026-03-25,Derivative Products,RISK_CP,Risky Corp Ltd,3,BCMC,83000,RISK_AGR_001,36,2027-12-31,40000000,40000000,38000000,2000000,80000000,69000000,11000000,100000000,74000000,26000000,40000000,38000000,2000000,80000000,69000000,11000000,40000000,38000000,2000000,CAYMAN ISLANDS,BB,N,N,Notional,USD,USD,USD,USD,USD,USD,RISKGRP
2026-03-25,FX Forward,RISK_CP,Risky Corp Ltd,3,BCMC,83000,RISK_AGR_001,36,2027-12-31,25000000,25000000,20000000,5000000,80000000,69000000,11000000,100000000,74000000,26000000,25000000,20000000,5000000,80000000,69000000,11000000,25000000,20000000,5000000,CAYMAN ISLANDS,BB,N,N,Notional,USD,USD,USD,USD,USD,USD,RISKGRP
2026-03-25,Commodity Products,RISK_CP,Risky Corp Ltd,3,BCMC,83000,RISK_AGR_001,36,2027-12-31,20000000,20000000,11000000,9000000,80000000,69000000,11000000,100000000,74000000,26000000,20000000,11000000,9000000,80000000,69000000,11000000,20000000,11000000,9000000,CAYMAN ISLANDS,BB,N,N,Notional,USD,USD,USD,USD,USD,USD,RISKGRP
2026-03-26,Derivative Products,RISK_CP,Risky Corp Ltd,3,BCMC,83000,RISK_AGR_001,36,2027-12-31,40000000,40000000,42000000,-2000000,80000000,79000000,1000000,100000000,84000000,16000000,40000000,42000000,-2000000,80000000,79000000,1000000,40000000,42000000,-2000000,CAYMAN ISLANDS,BB,N,N,Notional,USD,USD,USD,USD,USD,USD,RISKGRP
2026-03-26,FX Forward,RISK_CP,Risky Corp Ltd,3,BCMC,83000,RISK_AGR_001,36,2027-12-31,25000000,25000000,23000000,2000000,80000000,79000000,1000000,100000000,84000000,16000000,25000000,23000000,2000000,80000000,79000000,1000000,25000000,23000000,2000000,CAYMAN ISLANDS,BB,N,N,Notional,USD,USD,USD,USD,USD,USD,RISKGRP
2026-03-26,Commodity Products,RISK_CP,Risky Corp Ltd,3,BCMC,83000,RISK_AGR_001,36,2027-12-31,20000000,20000000,14000000,6000000,80000000,79000000,1000000,100000000,84000000,16000000,20000000,14000000,6000000,80000000,79000000,1000000,20000000,14000000,6000000,CAYMAN ISLANDS,BB,N,N,Notional,USD,USD,USD,USD,USD,USD,RISKGRP
2026-03-27,Derivative Products,RISK_CP,Risky Corp Ltd,3,BCMC,83000,RISK_AGR_001,36,2027-12-31,40000000,40000000,52000000,-12000000,80000000,107000000,-27000000,100000000,112000000,-12000000,40000000,52000000,-12000000,80000000,107000000,-27000000,40000000,52000000,-12000000,CAYMAN ISLANDS,BB,N,N,Notional,USD,USD,USD,USD,USD,USD,RISKGRP
2026-03-27,FX Forward,RISK_CP,Risky Corp Ltd,3,BCMC,83000,RISK_AGR_001,36,2027-12-31,25000000,25000000,33000000,-8000000,80000000,107000000,-27000000,100000000,112000000,-12000000,25000000,33000000,-8000000,80000000,107000000,-27000000,25000000,33000000,-8000000,CAYMAN ISLANDS,BB,N,N,Notional,USD,USD,USD,USD,USD,USD,RISKGRP
2026-03-27,Commodity Products,RISK_CP,Risky Corp Ltd,3,BCMC,83000,RISK_AGR_001,36,2027-12-31,20000000,20000000,22000000,-2000000,80000000,107000000,-27000000,100000000,112000000,-12000000,20000000,22000000,-2000000,80000000,107000000,-27000000,20000000,22000000,-2000000,CAYMAN ISLANDS,BB,N,N,Notional,USD,USD,USD,USD,USD,USD,RISKGRP
